"","number","name","year","theme","themeGroup","subtheme","category","packagingType","availability","ageRange","minifigs","pieces","retailPrice","pp","collections.ownedBy","collections.wantedBy"
"198","10819","My First Garden",2016,"Duplo","Pre-school",NA,"Normal","Box","Retail",1,2,25,19.99,0.7996,384,82
"199","10820","Creative Construction Basket",2016,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",2,2,110,39.99,0.363545454545455,82,46
"200","10822","Sofia's Magical Carriage",2016,"Duplo","Pre-school","Sofia the First","Normal","Box","Retail",2,1,30,29.99,0.999666666666667,174,90
"201","10824","Miles' Space Adventures",2016,"Duplo","Pre-school","Miles from Tomorrowland","Normal","Box","Retail",2,1,23,19.99,0.869130434782609,239,65
"202","10825","Miles' Exo-Flex Suit",2016,"Duplo","Pre-school","Miles from Tomorrowland","Normal","Box","Retail",2,1,37,24.99,0.675405405405405,158,99
"203","10826","Miles' Stellosphere Hangar",2016,"Duplo","Pre-school","Miles from Tomorrowland","Normal","Box","Retail",2,1,44,34.99,0.795227272727273,218,86
"204","10827","Mickey & Friends Beach House",2016,"Duplo","Pre-school","Mickey Mouse Clubhouse","Normal","Box","Retail",2,3,48,34.99,0.728958333333333,509,154
"205","10828","Doc's Pet Vet Care",2016,"Duplo","Pre-school","Doc McStuffins","Normal","Box","Retail",2,1,30,24.99,0.833,160,65
"206","10829","Mickey's Workshop",2016,"Duplo","Pre-school","Mickey Mouse Clubhouse","Normal","Box","Retail",2,1,18,19.99,1.11055555555556,279,91
"207","10830","Minnie's Café",2016,"Duplo","Pre-school","Minnie","Normal","Box","Retail",2,1,27,19.99,0.74037037037037,366,82
"208","10831","My First Caterpillar",2016,"Duplo","Pre-school",NA,"Normal","Box","Retail",2,0,19,9.99,0.525789473684211,269,44
"209","11911","City: Build Your Own Adventure parts",2016,"City","Modern day","Book Parts","Normal","Polybag","Retail - limited",NA,1,92,10.55,0.114673913043478,160,184
"210","11912","Parts for LEGO Star Wars: Build Your Own Adventure",2016,"Star Wars","Licensed","Book Parts","Normal","Polybag","Retail - limited",8,1,73,10.55,0.144520547945205,685,519
"211","10255","Assembly Square",2017,"Creator Expert","Model making","Modular Buildings Collection","Normal","Box","LEGO exclusive",16,9,4002,299.99,0.074960019990005,26608,7012
"212","10256","Taj Mahal",2017,"Creator Expert","Model making","Landmarks","Normal","Box","LEGO exclusive",16,0,5923,321.67,0.0543086273847712,4454,2699
"213","10257","Carousel",2017,"Creator Expert","Model making","Fairground Collection","Normal","Box","LEGO exclusive",16,7,2670,179.99,0.0674119850187266,8851,4397
"214","10258","London Bus",2017,"Creator Expert","Model making","Vehicles","Normal","Box","LEGO exclusive",16,0,1686,119.99,0.0711684460260973,12407,3486
"215","10259","Winter Village Station",2017,"Creator Expert","Model making","Winter Village Collection","Normal","Box","LEGO exclusive",12,5,902,69.99,0.0775942350332594,12821,3531
"216","10703","Creative Builder Box",2017,"Classic","Basic","Creative Box","Normal","Box","Retail",4,0,502,24.99,0.0497808764940239,1930,464
"217","10704","Creative Box",2017,"Classic","Basic","Creative Box","Normal","Box","Retail",4,0,900,34.99,0.0388777777777778,2674,322
"218","10706","Blue Creative Box",2017,"Classic","Basic","Creative Box","Normal","Box","Retail",4,0,78,4.99,0.063974358974359,4869,226
"219","10707","Red Creative Box",2017,"Classic","Basic","Creative Box","Normal","Box","Retail",4,0,55,4.99,0.0907272727272727,3730,215
"220","10708","Green Creative Box",2017,"Classic","Basic","Creative Box","Normal","Box","Retail",4,0,66,4.99,0.0756060606060606,4269,221
"221","10709","Orange Creative Box",2017,"Classic","Basic","Creative Box","Normal","Box","Retail",4,0,60,4.99,0.0831666666666667,3822,227
"222","10730","Lightning McQueen Speed Launcher",2017,"Juniors","Junior","Cars 3","Normal","Box","Retail",4,1,47,9.99,0.212553191489362,2684,285
"223","10731","Cruz Ramirez Race Simulator",2017,"Juniors","Junior","Cars 3","Normal","Box","Retail",4,1,59,9.99,0.169322033898305,1701,271
"224","10732","Guido and Luigi's Pit Stop",2017,"Juniors","Junior","Cars 3","Normal","Box","Retail",4,2,75,9.99,0.1332,1763,294
"225","10733","Mater's Junkyard",2017,"Juniors","Junior","Cars 3","Normal","Box","Retail",4,1,62,9.99,0.161129032258065,2167,312
"226","10734","Demolition Site",2017,"Juniors","Junior","City","Normal","Box","Retail",4,3,175,29.99,0.171371428571429,839,370
"227","10735","Police Truck Chase",2017,"Juniors","Junior","City","Normal","Box","Retail",4,2,90,19.99,0.222111111111111,709,256
"228","10736","Anna and Elsa's Frozen Playground",2017,"Juniors","Junior","Disney Princess","Normal","Box","Retail",4,2,94,24.99,0.265851063829787,1333,351
"229","10737","Batman vs. Mr. Freeze",2017,"Juniors","Junior","DC Comics Super Heroes","Normal","Box","Retail",4,2,63,14.99,0.237936507936508,2421,515
"230","10738","Snow White's Forest Cottage",2017,"Juniors","Junior","Disney Princess","Normal","Box","Retail",4,1,67,14.99,0.223731343283582,1418,315
"231","10739","Shark Attack",2017,"Juniors","Junior","Ninjago","Normal","Box","Retail",4,3,108,19.99,0.185092592592593,1262,321
"232","10740","Fire Patrol Suitcase",2017,"Juniors","Junior","City","Normal","Other","Retail",4,2,110,19.99,0.181727272727273,1118,201
"233","10742","Willy's Butte Speed Training",2017,"Juniors","Junior","Cars 3","Normal","Box","Retail",4,2,95,19.99,0.210421052631579,1431,311
"234","10743","Smokey's Garage",2017,"Juniors","Junior","Cars 3","Normal","Box","Retail",4,3,116,24.99,0.215431034482759,1643,301
"235","10744","Thunder Hollow Crazy 8 Race",2017,"Juniors","Junior","Cars 3","Normal","Box","Retail",4,4,191,39.99,0.209371727748691,1211,312
"236","10745","Florida 500 Final Race",2017,"Juniors","Junior","Cars 3","Normal","Box","Retail",5,5,266,49.99,0.187932330827068,1186,355
"237","10746","Mia's Farm Suitcase",2017,"Juniors","Junior","Friends","Normal","Other","Retail",4,1,100,19.99,0.1999,544,174
"238","10747","Andrea and Stephanie's Beach Holiday",2017,"Juniors","Junior","Friends","Normal","Box","Retail",4,2,143,29.99,0.20972027972028,334,217
"239","10823","Batwing Adventure",2017,"Duplo","Pre-school","Batman","Normal","Box","Retail",2,2,28,29.99,1.07107142857143,400,144
"240","10832","Birthday Party",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",2,3,19,14.99,0.788947368421053,387,78
"241","10833","Nursery School",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",NA,3,39,19.99,0.512564102564103,388,95
"242","10834","Pizzeria",2017,"Duplo","Pre-school",NA,"Normal","Box","Retail",2,3,57,29.99,0.526140350877193,554,109
"243","10835","Family House",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",2,3,69,39.99,0.579565217391304,548,131
"244","10836","Neighborhood",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",NA,5,98,59.99,0.612142857142857,200,120
"245","10837","Santa's Winter Holiday",2017,"Duplo","Pre-school",NA,"Normal","Box","Retail",2,3,45,29.99,0.666444444444444,698,182
"246","10838","Pets",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",NA,0,15,9.99,0.666,862,95
"247","10839","Shooting Gallery",2017,"Duplo","Pre-school",NA,"Normal","Box","Retail",NA,2,32,24.99,0.7809375,270,87
"248","10840","Big Fair",2017,"Duplo","Pre-school",NA,"Normal","Box","Retail",NA,5,106,79.99,0.754622641509434,426,131
"249","10841","Fun Family Fair",2017,"Duplo","Pre-school",NA,"Normal","Box","Retail",NA,4,61,44.99,0.737540983606557,167,91
"250","10842","Batcave Challenge",2017,"Duplo","Pre-school","Batman","Normal","{Not specified}","{Not specified}",2,4,73,49.99,0.684794520547945,285,164
"251","10843","Mickey Racer",2017,"Duplo","Pre-school","Mickey and the Roadster Racers","Normal","Box","Retail",2,1,15,14.99,0.999333333333333,389,81
"252","10844","Minnie Mouse Bow-tique",2017,"Duplo","Pre-school","Minnie","Normal","Box","Retail",2,2,70,39.99,0.571285714285714,257,92
"253","10845","My First Carousel",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",1,3,24,24.99,1.04125,517,92
"254","10846","Flo's Café",2017,"Duplo","Pre-school","Cars 3","Normal","Box","Retail",2,3,28,49.99,1.78535714285714,361,111
"255","10847","My First Number Train",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",1,2,23,19.99,0.869130434782609,1685,57
"256","10848","My First Building Blocks",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",NA,0,80,19.99,0.249875,634,50
"257","10849","My First Plane",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",1,0,10,4.99,0.499,568,40
"258","10850","My First Birthday Cake",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",1,0,8,4.99,0.62375,500,47
"259","10851","My First Bus",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",1,0,6,4.99,0.831666666666667,788,37
"260","10852","My First Parrot",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",1,0,7,4.99,0.712857142857143,414,41
"261","10853","Abundant Wildlife Creative Building Set",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",NA,0,75,24.99,0.3332,129,58
"262","10854","Creative Box",2017,"Duplo","Pre-school",NA,"Normal","{Not specified}","{Not specified}",NA,1,120,34.99,0.291583333333333,274,88
"263","10855","Cinderella's Magical Castle",2017,"Duplo","Pre-school","Disney Princess","Normal","{Not specified}","{Not specified}",2,2,56,34.99,0.624821428571429,162,109
"264","10856","Mater's Shed",2017,"Duplo","Pre-school","Cars 3","Normal","Box","Retail",2,1,23,19.99,0.869130434782609,410,88
"265","10857","Piston Cup Race",2017,"Duplo","Pre-school","Cars 3","Normal","Box","Retail",2,3,31,29.99,0.96741935483871,440,91
"266","11913","NEXO KNIGHTS: Build Your Own Adventure parts ",2017,"Nexo Knights","Action/Adventure","Book Parts","Normal","Polybag","Retail - limited",NA,1,78,17.59,0.225512820512821,174,206
"267","11914","DC Comics Super Heroes Build Your Own Adventure parts",2017,"DC Comics Super Heroes","Licensed","Book Parts","Normal","Polybag","Retail - limited",NA,1,80,17.59,0.219875,1225,404
"268","10260","Downtown Diner",2018,"Creator Expert","Model making","Modular Buildings Collection","Normal","Box","LEGO exclusive",16,6,2480,149.99,0.0604798387096774,20173,6611
"269","10261","Roller Coaster",2018,"Creator Expert","Model making","Fairground Collection","Normal","Box","LEGO exclusive",16,11,4124,329.99,0.0800169738118332,11258,5540
"270","10262","James Bond Aston Martin DB5",2018,"Creator Expert","Model making","Vehicles","Normal","Box","LEGO exclusive",NA,0,1290,149.99,0.116271317829457,12223,3549
"271","10263","Winter Village Fire Station",2018,"Creator Expert","Model making","Winter Village Collection","Normal","Box","LEGO exclusive",12,8,1166,87.72,0.0752315608919382,12259,3017
"272","10268","Vestas Wind Turbine",2018,"Creator Expert","Model making","Vestas","Normal","Box","LEGO exclusive",12,3,826,175.45,0.212409200968523,4361,2866
"273","10401","Rainbow Fun",2018,"Classic","Basic","Building Bigger Thinking","Normal","Box","Retail",5,0,85,4.99,0.0587058823529412,3446,287
"274","10402","Fun Future",2018,"Classic","Basic","Building Bigger Thinking","Normal","Box","Retail",5,1,186,9.99,0.0537096774193548,2745,349
"275","10403","World Fun",2018,"Classic","Basic","Building Bigger Thinking","Normal","Box","Retail",5,2,295,19.99,0.0677627118644068,2227,394
"276","10404","Ocean's Bottom",2018,"Classic","Basic","Building Bigger Thinking","Normal","Box","Retail",5,2,579,29.99,0.0517962003454231,1888,457
"277","10405","Mission to Mars",2018,"Classic","Basic","Building Bigger Thinking","Normal","Plastic box","Retail",5,3,871,49.99,0.0573938002296211,1098,496
"278","10712","Bricks and Gears",2018,"Classic","Basic","Bricks","Normal","Box","Retail",5,0,244,19.99,0.0819262295081967,1890,267
"279","10713","Creative Suitcase",2018,"Classic","Basic","Miscellaneous","Normal","Plastic box","Retail",4,0,213,19.99,0.093849765258216,2158,222
"280","10714","Blue Baseplate",2018,"Classic","Basic","Baseplates","Normal","Shrink-wrapped","Retail",4,0,1,8.99,8.99,4875,530
"281","10715","Bricks on a Roll",2018,"Classic","Basic","Bricks","Normal","Box","Retail",4,0,442,24.99,0.0565384615384615,2799,289
"282","10717","Bricks Bricks Bricks",2018,"Classic","Basic","Bricks","Normal","Box","Retail",4,0,1500,59.99,0.0399933333333333,2748,375
"283","10748","Emma's Pet Party",2018,"Juniors","Junior","Friends","Normal","Box","Retail",4,1,67,9.99,0.14910447761194,643,153
"284","10749","Mia's Organic Food Market",2018,"Juniors","Junior","Friends","Normal","Box","Retail",4,1,115,19.99,0.173826086956522,523,187
"285","10750","Road Repair Truck",2018,"Juniors","Junior","City","Normal","Box","Retail",4,1,73,9.99,0.136849315068493,1629,353
"286","10751","Mountain Police Chase",2018,"Juniors","Junior","City","Normal","Box","Retail",4,2,115,19.99,0.173826086956522,956,246
"287","10753","The Joker Batcave Attack",2018,"Juniors","Junior","DC Comics Super Heroes","Normal","Box","Retail",4,3,151,29.99,0.198609271523179,1082,363
"288","10754","Spider-Man vs. Scorpion Street Showdown",2018,"Juniors","Junior","Marvel Super Heroes","Normal","Box","Retail",4,2,125,22.99,0.18392,1037,378
"289","10755","Zane's Ninja Boat Pursuit",2018,"Juniors","Junior","Ninjago","Normal","Box","Retail",4,2,131,19.99,0.152595419847328,796,264
"290","10756","Pteranodon Escape",2018,"Juniors","Junior","Jurassic World: Fallen Kingdom","Normal","Box","Retail",NA,2,84,22.99,0.273690476190476,1683,444
"291","10757","Raptor Rescue Truck",2018,"Juniors","Junior","Jurassic World: Fallen Kingdom","Normal","Box","Retail",NA,2,85,29.99,0.352823529411765,2106,504
"292","10758","T. Rex Breakout",2018,"Juniors","Junior","Jurassic World: Fallen Kingdom","Normal","Box","Retail",NA,3,150,49.99,0.333266666666667,2274,658
"293","10759","Elastigirl's Rooftop Pursuit",2018,"Juniors","Junior","Incredibles 2","Normal","Box","Retail",4,2,95,24.99,0.263052631578947,1547,508
"294","10760","Underminer Bank Heist",2018,"Juniors","Junior","Incredibles 2","Normal","Box","Retail",4,3,149,29.99,0.201275167785235,1775,557
"295","10761","The Great Home Escape",2018,"Juniors","Junior","Incredibles 2","Normal","Box","Retail",4,4,178,34.99,0.196573033707865,1806,615
"296","10762","Belle's Story Time",2018,"Juniors","Junior","Disney Princess","Normal","Box","Retail",NA,4,87,16.99,0.195287356321839,844,268
"297","10763","Stephanie's Lakeside House",2018,"Juniors","Junior","Friends","Normal","Box","Retail",NA,3,215,34.99,0.162744186046512,290,175
"298","10764","City Central Airport",2018,"Juniors","Junior","City","Normal","Box","Retail",4,5,376,49.99,0.132952127659574,537,273
"299","10765","Ariel's Underwater Concert",2018,"Juniors","Junior","Disney Princess","Normal","Box","{Not specified}",NA,1,92,14.99,0.162934782608696,701,225
"300","10858","My First Puzzle Pets",2018,"Duplo","Pre-school",NA,"Normal","Box","{Not specified}",NA,0,18,9.99,0.555,721,45
"301","10859","My First Ladybird",2018,"Duplo","Pre-school",NA,"Normal","Box","Retail",1,0,6,4.99,0.831666666666667,489,37
"302","10860","My First Race Car",2018,"Duplo","Pre-school",NA,"Normal","Box","Retail",1,0,6,4.99,0.831666666666667,553,30
"303","10861","My First Emotions",2018,"Duplo","Pre-school",NA,"Normal","Box","{Not specified}",NA,0,28,19.99,0.713928571428571,281,55
"304","10862","My First Celebration",2018,"Duplo","Pre-school",NA,"Normal","Box","{Not specified}",NA,0,41,14.99,0.365609756097561,408,72
"305","10863","My First Animal Brick Box",2018,"Duplo","Pre-school",NA,"Normal","Plastic box","{Not specified}",NA,0,34,29.23,0.859705882352941,423,51
"306","10864","Large Playground Brick Box",2018,"Duplo","Pre-school",NA,"Normal","Plastic box","{Not specified}",NA,2,71,44.99,0.633661971830986,273,97
"307","10865","Fun Creations",2018,"Duplo","Pre-school",NA,"Normal","Box with handle","{Not specified}",NA,0,70,24.99,0.357,194,49
"308","10867","Farmers' Market",2018,"Duplo","Pre-school",NA,"Normal","Box","{Not specified}",NA,3,26,19.99,0.768846153846154,415,87
"309","10868","Farm Pony Stable",2018,"Duplo","Pre-school",NA,"Normal","Box","{Not specified}",NA,2,59,29.99,0.508305084745763,389,81
"310","10869","Farm Adventures",2018,"Duplo","Pre-school",NA,"Normal","Box","{Not specified}",NA,3,104,59.99,0.576826923076923,331,128
"311","10870","Farm Animals",2018,"Duplo","Pre-school",NA,"Normal","Box","{Not specified}",NA,0,16,9.74,0.60875,1155,97
"312","10871","Airport",2018,"Duplo","Pre-school",NA,"Normal","Box","{Not specified}",NA,3,29,24.99,0.861724137931034,920,85
"313","10872","Train Bridge and Tracks",2018,"Duplo","Pre-school","Trains","Normal","Box","Retail",2,1,26,24.99,0.961153846153846,1227,144
"314","10873","Minnie's Birthday Party",2018,"Duplo","Pre-school","Minnie","Normal","Box","Retail",2,1,21,19.99,0.951904761904762,514,54
"315","10874","Steam Train",2018,"Duplo","Pre-school","Trains","Normal","Box","Retail",NA,2,59,64.99,1.10152542372881,1525,156
"316","10875","Cargo Train",2018,"Duplo","Pre-school","Trains","Normal","Box","Retail",2,3,105,129.99,1.238,826,203
"317","10876","Spider-Man & Hulk Adventures",2018,"Duplo","Pre-school","Marvel Super Hero Adventures","Normal","Box","Retail",2,3,38,29.99,0.789210526315789,351,109
"318","10877","Belle's Tea Party",2018,"Duplo","Pre-school","Disney Princess","Normal","Box","{Not specified}",NA,4,19,19.99,1.05210526315789,478,102
"319","10878","Rapunzel's Tower",2018,"Duplo","Pre-school","Disney Princess","Normal","Box","{Not specified}",NA,1,37,29.99,0.81054054054054,190,99
"320","10879","Gentle Giants Petting Zoo",2018,"Duplo","Pre-school","Jurassic World","Normal","Box","Retail",NA,1,24,19.99,0.832916666666667,798,173
"321","10880","T. rex Tower",2018,"Duplo","Pre-school","Jurassic World","Normal","Box","Retail",NA,1,22,29.99,1.36318181818182,631,161
